sentiment,text,cleaned_text,tokenized_text,POS tagged,Lemma
Positive,I appreciate the level of collaboration and teamwork between the different departments at this hospital to ensure the best possible care for patients.,appreciate level collaboration teamwork different departments hospital ensure best possible care patients,"['appreciate', 'level', 'collaboration', 'teamwork', 'different', 'departments', 'hospital', 'ensure', 'best', 'possible', 'care', 'patients']","[('appreciate', 'a'), ('level', 'n'), ('collaboration', 'n'), ('teamwork', 'n'), ('different', 'a'), ('departments', 'n'), ('hospital', 'a'), ('ensure', 'v'), ('best', 'a'), ('possible', 'a'), ('care', 'n'), ('patients', 'n')]",  appreciate level collaboration teamwork different department hospital ensure best possible care patient
Positive,"The doctors and nurses were always so thorough in explaining my condition and treatment options to me, which made me feel more confident in my care.",doctors nurses always thorough explaining condition treatment options made feel confident care,"['doctors', 'nurses', 'always', 'thorough', 'explaining', 'condition', 'treatment', 'options', 'made', 'feel', 'confident', 'care']","[('doctors', 'n'), ('nurses', 'n'), ('always', 'r'), ('thorough', None), ('explaining', 'v'), ('condition', 'n'), ('treatment', 'n'), ('options', 'n'), ('made', 'v'), ('feel', 'v'), ('confident', 'a'), ('care', 'n')]",  doctor nurse always thorough explain condition treatment option make feel confident care
Positive,The pharmacy team was able to provide me with information about any potential interactions with my medication and other supplements I was taking.,pharmacy team able provide information potential interactions medication supplements taking,"['pharmacy', 'team', 'able', 'provide', 'information', 'potential', 'interactions', 'medication', 'supplements', 'taking']","[('pharmacy', 'n'), ('team', 'n'), ('able', 'a'), ('provide', 'n'), ('information', 'n'), ('potential', 'a'), ('interactions', 'n'), ('medication', 'n'), ('supplements', 'n'), ('taking', 'v')]",  pharmacy team able provide information potential interaction medication supplement take
Positive,I felt like the staff at this hospital truly went above and beyond to make sure that my needs were being met.,felt like staff hospital truly went beyond make sure needs met,"['felt', 'like', 'staff', 'hospital', 'truly', 'went', 'beyond', 'make', 'sure', 'needs', 'met']","[('felt', 'n'), ('like', None), ('staff', 'n'), ('hospital', 'n'), ('truly', 'r'), ('went', 'v'), ('beyond', None), ('make', 'a'), ('sure', 'a'), ('needs', 'n'), ('met', 'v')]",  felt like staff hospital truly go beyond make sure need meet
Positive,"The nurses were always so kind and caring towards me, which made my stay at the hospital much more comfortable.",nurses always kind caring towards made stay hospital much comfortable,"['nurses', 'always', 'kind', 'caring', 'towards', 'made', 'stay', 'hospital', 'much', 'comfortable']","[('nurses', 'n'), ('always', 'r'), ('kind', 'n'), ('caring', 'n'), ('towards', 'n'), ('made', 'v'), ('stay', 'v'), ('hospital', 'a'), ('much', 'r'), ('comfortable', 'a')]",  nurse always kind caring towards make stay hospital much comfortable
Positive,I appreciate the level of empathy and understanding the staff at this hospital had towards their patients.,appreciate level empathy understanding staff hospital towards patients,"['appreciate', 'level', 'empathy', 'understanding', 'staff', 'hospital', 'towards', 'patients']","[('appreciate', 'a'), ('level', 'n'), ('empathy', 'a'), ('understanding', 'a'), ('staff', 'n'), ('hospital', 'n'), ('towards', 'n'), ('patients', 'n')]",  appreciate level empathy understanding staff hospital towards patient
Positive,"The doctors and nurses were always so professional and knowledgeable, which made me feel confident in their care.",doctors nurses always professional knowledgeable made feel confident care,"['doctors', 'nurses', 'always', 'professional', 'knowledgeable', 'made', 'feel', 'confident', 'care']","[('doctors', 'n'), ('nurses', 'n'), ('always', 'r'), ('professional', 'v'), ('knowledgeable', 'a'), ('made', 'v'), ('feel', 'n'), ('confident', 'a'), ('care', 'n')]",  doctor nurse always professional knowledgeable make feel confident care
Positive,I was impressed with the level of attention to detail the staff at this hospital exhibited in my care plan.,impressed level attention detail staff hospital exhibited care plan,"['impressed', 'level', 'attention', 'detail', 'staff', 'hospital', 'exhibited', 'care', 'plan']","[('impressed', 'a'), ('level', 'n'), ('attention', 'n'), ('detail', 'n'), ('staff', 'n'), ('hospital', 'n'), ('exhibited', 'v'), ('care', 'n'), ('plan', 'n')]",  impressed level attention detail staff hospital exhibit care plan
Positive,The pharmacy team was able to provide me with information about how to properly take my medication and what to do if I missed a dose.,pharmacy team able provide information properly take medication missed dose,"['pharmacy', 'team', 'able', 'provide', 'information', 'properly', 'take', 'medication', 'missed', 'dose']","[('pharmacy', 'n'), ('team', 'n'), ('able', 'a'), ('provide', 'n'), ('information', 'n'), ('properly', 'r'), ('take', 'v'), ('medication', 'n'), ('missed', 'v'), ('dose', 'n')]",  pharmacy team able provide information properly take medication miss dose
Positive,Thank you to everyone at this hospital for their dedication to providing exceptional medical care to their patients.,thank everyone hospital dedication providing exceptional medical care patients,"['thank', 'everyone', 'hospital', 'dedication', 'providing', 'exceptional', 'medical', 'care', 'patients']","[('thank', 'n'), ('everyone', 'n'), ('hospital', 'n'), ('dedication', 'n'), ('providing', 'v'), ('exceptional', 'a'), ('medical', 'a'), ('care', 'n'), ('patients', 'n')]",  thank everyone hospital dedication provide exceptional medical care patient
Positive,The nurses were always so attentive and made sure that I was comfortable and had everything I needed.,nurses always attentive made sure comfortable everything needed,"['nurses', 'always', 'attentive', 'made', 'sure', 'comfortable', 'everything', 'needed']","[('nurses', 'n'), ('always', 'r'), ('attentive', 'v'), ('made', 'v'), ('sure', 'a'), ('comfortable', 'a'), ('everything', 'n'), ('needed', 'v')]",  nurse always attentive make sure comfortable everything need
Positive,I appreciate the level of coordination between the different departments at this hospital to ensure seamless patient care.,appreciate level coordination different departments hospital ensure seamless patient care,"['appreciate', 'level', 'coordination', 'different', 'departments', 'hospital', 'ensure', 'seamless', 'patient', 'care']","[('appreciate', 'a'), ('level', 'n'), ('coordination', 'n'), ('different', 'a'), ('departments', 'n'), ('hospital', 'a'), ('ensure', 'v'), ('seamless', 'a'), ('patient', 'n'), ('care', 'n')]",  appreciate level coordination different department hospital ensure seamless patient care
Positive,The doctors and nurses were always so patient with me and took the time to answer all of my questions and concerns.,doctors nurses always patient took time answer questions concerns,"['doctors', 'nurses', 'always', 'patient', 'took', 'time', 'answer', 'questions', 'concerns']","[('doctors', 'n'), ('nurses', 'n'), ('always', 'r'), ('patient', 'v'), ('took', 'v'), ('time', 'n'), ('answer', 'n'), ('questions', 'n'), ('concerns', 'n')]",  doctor nurse always patient take time answer question concern
Positive,I was impressed with the level of professionalism and expertise the staff at this hospital exhibited in their work.,impressed level professionalism expertise staff hospital exhibited work,"['impressed', 'level', 'professionalism', 'expertise', 'staff', 'hospital', 'exhibited', 'work']","[('impressed', 'a'), ('level', 'n'), ('professionalism', 'n'), ('expertise', 'n'), ('staff', 'n'), ('hospital', 'n'), ('exhibited', 'v'), ('work', 'n')]",  impressed level professionalism expertise staff hospital exhibit work
Positive,The pharmacy team was able to provide me with information about how to properly store and transport my medication.,pharmacy team able provide information properly store transport medication,"['pharmacy', 'team', 'able', 'provide', 'information', 'properly', 'store', 'transport', 'medication']","[('pharmacy', 'n'), ('team', 'n'), ('able', 'a'), ('provide', 'n'), ('information', 'n'), ('properly', 'r'), ('store', 'n'), ('transport', 'n'), ('medication', 'n')]",  pharmacy team able provide information properly store transport medication
Positive,"I felt like the staff at this hospital truly understood the importance of treating the patient as a whole person, not just their illness.",felt like staff hospital truly understood importance treating patient whole person illness,"['felt', 'like', 'staff', 'hospital', 'truly', 'understood', 'importance', 'treating', 'patient', 'whole', 'person', 'illness']","[('felt', 'n'), ('like', None), ('staff', 'n'), ('hospital', 'n'), ('truly', 'r'), ('understood', 'a'), ('importance', 'n'), ('treating', 'v'), ('patient', 'a'), ('whole', 'a'), ('person', 'n'), ('illness', 'n')]",  felt like staff hospital truly understood importance treat patient whole person illness
Positive,The nurses were always so compassionate and made sure that I felt supported and cared for at all times.,nurses always compassionate made sure felt supported cared times,"['nurses', 'always', 'compassionate', 'made', 'sure', 'felt', 'supported', 'cared', 'times']","[('nurses', 'n'), ('always', 'r'), ('compassionate', 'v'), ('made', 'v'), ('sure', 'a'), ('felt', 'v'), ('supported', 'v'), ('cared', 'v'), ('times', 'n')]",  nurse always compassionate make sure felt support care time
Positive,I appreciate the level of collaboration between the different healthcare providers at this hospital to ensure the best possible outcomes for patients.,appreciate level collaboration different healthcare providers hospital ensure best possible outcomes patients,"['appreciate', 'level', 'collaboration', 'different', 'healthcare', 'providers', 'hospital', 'ensure', 'best', 'possible', 'outcomes', 'patients']","[('appreciate', 'a'), ('level', 'n'), ('collaboration', 'n'), ('different', 'a'), ('healthcare', 'n'), ('providers', 'n'), ('hospital', 'a'), ('ensure', 'v'), ('best', 'a'), ('possible', 'a'), ('outcomes', 'n'), ('patients', 'n')]",  appreciate level collaboration different healthcare provider hospital ensure best possible outcome patient
Positive,The doctors and nurses were always so thorough in explaining my test results and what they meant for my care.,doctors nurses always thorough explaining test results meant care,"['doctors', 'nurses', 'always', 'thorough', 'explaining', 'test', 'results', 'meant', 'care']","[('doctors', 'n'), ('nurses', 'n'), ('always', 'r'), ('thorough', None), ('explaining', 'v'), ('test', 'n'), ('results', 'n'), ('meant', 'v'), ('care', 'n')]",  doctor nurse always thorough explain test result mean care
Positive,I was impressed with the level of dedication and commitment the staff at this hospital had towards their patients.,impressed level dedication commitment staff hospital towards patients,"['impressed', 'level', 'dedication', 'commitment', 'staff', 'hospital', 'towards', 'patients']","[('impressed', 'a'), ('level', 'n'), ('dedication', 'n'), ('commitment', 'a'), ('staff', 'n'), ('hospital', 'n'), ('towards', 'n'), ('patients', 'n')]",  impressed level dedication commitment staff hospital towards patient
